ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
741,Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,james,rose,9.0,tennyson crescent,,alstonville,6019,vic,9455112
742,Male,64,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,bruamh,lucy,15.0,mirrabucca crescent,,randwixk,3126,,9185443
743,Male,20,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,luoa,pittman,8.0,,,bundoora,4101,vic,7718426
744,Female,30,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,phoebe,oliver,17.0,mount vernon drive,,hollisdale,2224,qld,5568319
745,Male,43,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K,natalee,powleel,667.0,brooklands road,glengarry,alexandy aills,3075,wa,7659258
746,Male,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,alyssa,byrne,9.0,hocking place,,moranbah,3152,vic,3280587
747,Male,17,White,Never-married,10th,United-States,Private,Farming-fishing,<=50K,joshua,rowe,45.0,wheeler crescent,,batlow,3134,vzv,6952155
748,Female,47,White,Married-civ-spouse,HS-grad,Italy,Self-emp-not-inc,Other-service,<=50K,aidan,duff,126.0,jensen street,glenlee,dubbo,5097,qld,9234717
749,Female,41,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K,holly,stevenson,6.0,slessor crescent,,mossy point,2228,wa,9682836
750,Male,56,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,luke,asten,13.0,nuyts street,,charlestown,2880,wa,1298775
751,Male,64,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,kaitlin,may,13.0,mawson drive,grand central shopping centre,pascoe vale,,vic,4460641
752,Male,47,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K,danoel,rarcqay,0.0,bamir square,,buninyong,2043,,6643070
753,Male,48,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K,annabel,traeger,52.0,temperley street,mallawa court,lammermoor beach,,nsw,3865172
754,Female,31,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K,keelin,anthony,138.0,tange place,,campbelltown,5037,,5761394
755,Male,29,White,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K,tara,dooley,141.0,sheaffe street,,murwillumbah,4872,vic,6630652
756,Female,30,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K,baxter,lyndon,14.0,knoke avenue,,numurkah,2650,qld,1086988
757,Male,32,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,benjamin,johnsmton,22.0,adamson cvescent,,yeppion,4151,nsd,3169104
758,Male,57,White,Widowed,HS-grad,United-States,Private,Transport-moving,>50K,callum,penderfast,197.0,wolstenholme street,,darlinghurst,4007,z,4624652
759,Female,62,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K,kqsiy,wallwoirk,7.0,anzaropark,railway eeserve,dalby,4153,,7523536
760,Female,39,White,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K,caitlin,maje,7.0,,,caloundra,4214,,4806641
761,Male,43,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,joel,ward,12.0,bridge street,,howrah,3042,nscv,4959591
762,Male,24,White,Never-married,Bachelors,United-States,Self-emp-inc,Sales,<=50K,hery,roap,61.0,antill drcteet,,queanbeyan,4157,qld,1366704
763,Female,53,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K,teaha,meyer,6.0,straliaaglace,,culgoa,4053,nsw,8734807
764,Male,26,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,chelsea,carter,55.0,elkedra close,,fawkner,2022,vic,6110591
765,Male,73,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K,david,johnston,17.0,jarvis place,,ferntree gully,2162,vic,8185586
766,Male,55,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,lucy,bormann,2.0,winder place,,moe,2287,qld,2372494
767,Male,25,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,kaleb,colliver,97.0,beetaloo street,,kingsley,4007,nsw,6654909
768,Female,41,White,Divorced,Bachelors,United-States,Private,Prof-specialty,>50K,ethqn,macnlin,13.0,gardiner xtreet,,wattlehglen,2358,qld,1043507
769,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,jasmine,bury,281.0,gooreen street,jamberoo,tallebumdgera,3087,vic,8260834
770,Male,63,White,Widowed,HS-grad,United-States,Private,Farming-fishing,<=50K,gabrielle,nurton,7.0,packham place,lake kennedy street,buderim,2627,nsw,2315492
771,Male,17,White,Never-married,11th,United-States,Private,Sales,<=50K,ellb,spink,19.0,dunn place,,minyapma,2280,qld,8763619
772,Male,35,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,bertie,jackson,15.0,kenyon circuit,naroo,sinnamon park,2210,qld,1810887
773,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K,nicholas,ducaine,78.0,enright crescent,,riverview,2776,wa,2483223
774,Female,62,White,Widowed,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,bianca,graham,4.0,brereton street,lania,leppington,3775,nsw,7377266
775,Male,55,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,noah,,41.0,bourne street,,orange,3350,wa,7443868
776,Male,43,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K,cooo,corob,18.0,kitchener street,,terranora,4645,vic,4043376
777,Female,40,White,Divorced,HS-grad,United-States,Local-gov,Other-service,<=50K,,wright,19.0,helen mayo crescent,pioneer south complex,caringbah,3152,qld,1087710
778,Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,eru,newson,208.0,nambir dourt,,alexandria,2602,vic,7801219
779,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K,angus,flach,22.0,gordon ofose,silver shores,smitgtwn,2290,tas,6031674
780,Male,31,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,harley,leslie,24.0,faucett street,,padstow,3816,sa,4164568
781,Female,61,White,Widowed,Masters,United-States,Private,Prof-specialty,>50K,matt,dodr,7.0,crescent cpafford,glen-lea,,4503,nsw,4132188
782,Female,26,White,Divorced,Assoc-voc,United-States,Private,Adm-clerical,<=50K,alaiyah,newtom,12.0,galleghan circuit,dancord,ulladulla,2403,sa,5111348
783,Male,46,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,georgia,bath,2.0,damala street,rockyview,prahran,4178,nsw,9495751
784,Female,26,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,amaya,marsh,71.0,strzelecki crescent,,dubbo,2518,vic,2829839
785,Male,48,White,Divorced,Doctorate,United-States,State-gov,Prof-specialty,>50K,charlotte,rasmus,55.0,earleu poace,,deniljquin,3465,vic,5147784
786,Male,34,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,alexandra,lawson,33.0,beaumont close,bundarra,winston hills,3280,qld,9153215
787,Female,34,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K,kyle,farr,20.0,sinclaief street,,capalaba,2610,wa,3047313
788,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K,allana,stwee,5.0,chillagqekstreet,,beaudesert,2460,qld,3118998
789,Female,34,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,harrison,o'brien,6.0,bamford street,,braybrook,3192,vic,9092897
790,Female,49,White,Never-married,Bachelors,United-States,Private,Exec-managerial,>50K,laurat,sushhamss,74.0,purbricm street,,ingleyjrn,7010,qld,9079331
791,Female,18,White,Never-married,11th,United-States,Private,Adm-clerical,<=50K,jake,lloyd,68.0,boolee street,ormond rise,gulliver,,nsw,3097494
792,Male,43,White,Married-civ-spouse,HS-grad,Mexico,Private,Farming-fishing,<=50K,michael,nicholas,9.0,carara close,dandry station,balmain,3220,qld,5085294
793,Male,48,White,Married-civ-spouse,11th,United-States,Private,Exec-managerial,<=50K,abbey,patrikeeff,16.0,ah mouy place,,reynella,2216,vic,3653503
794,Male,28,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,<=50K,benjamin,clark,16.0,tompson street,,burnett heads,4872,,7678092
795,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,thomas,schultz,41.0,tipper place,,healesville,7250,nsw,6318530
796,Female,24,White,Never-married,Some-college,United-States,Private,Sales,<=50K,oscar,gibbs,38.0,vanzetti crescent,keonbyrne,unanderra,2035,vic,1801025
797,Male,21,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K,,pollagrd,227.0,len waters street,,lauderdale,2137,qld,3337098
798,Male,17,White,Never-married,11th,United-States,Private,Sales,<=50K,aneka,,5.0,hanna street,,east maitland,2250,wa,7767093
799,Male,39,White,Married-civ-spouse,Some-college,United-States,Private,Farming-fishing,>50K,timothy,jenkibs,4.0,wolff crecent,,bentleigh east,0298,qll,6949569
800,Male,29,White,Separated,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K,timothy,jehkons,7.0,wolff crdrnscent,,bentleighl east,2099,qld,6949469
801,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,riley,cox,81.0,,flt 3,coalfalls,3564,qld,1877489
802,Male,24,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K,cooper,moss,140.0,murrell place,murrabinda,artarmon,5022,vic,3972734
803,Male,71,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,>50K,riley,wren,102.0,macdowell street,,carnegie,3875,vic,7430973
804,Male,51,Asian-Pac-Islander,Married-civ-spouse,Bachelors,China,Self-emp-not-inc,Sales,>50K,gemma,winter,87.0,hallen close,,spreyton,5608,qld,8989188
805,Male,55,Black,Divorced,5th-6th,United-States,Private,Other-service,<=50K,april,wynbrgen,902.0,kirwan cifcuit,,cobar,2259,nsw,6520102
806,Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,michael,longmpw,5.0,bamford street,,churchill,7316,,9004277
807,Female,23,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,alissa,clark,9.0,mcclelland avenue,,guildford,3182,qld,2203939
808,Female,38,White,Divorced,Assoc-voc,United-States,Private,Adm-clerical,<=50K,lachlan,dolling,628.0,spinifex street,,moorooka,4502,nsw,5452095
809,Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K,brooke,pope,39.0,krause place,,broadmeadows,6107,wa,6211499
810,Female,19,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,thomas,stoddart,7.0,heard street,wishart village,caringbah,3032,nsw,7634305
811,Female,49,White,Divorced,9th,United-States,Private,Machine-op-inspct,<=50K,jake,foster,34.0,halifax close,,kirrawee,5343,sa,3765844
812,Male,32,White,Married-civ-spouse,Bachelors,Philippines,Private,Adm-clerical,>50K,joanna,ingrsgm,8.0,jukes street,danica,silver sands,3207,nsw,8533509
813,Male,27,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,alana,grexne,5.0,fairfax qtreet,,queanebyn,2576,sa,2416249
814,Male,38,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,alia,willcox,2.0,mockridge crescent,aitken brae,campsie,2220,wa,2717206
815,Female,33,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,gracie,manning,24.0,mcgivern crescent,,nyabing,3139,,5738152
816,Male,23,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,john,ford,218.0,wybalena grove,,,2197,wa,5268224
817,Male,54,Black,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,joshua,randle,21.0,gurubun close,,taree,3134,qld,6249239
818,Female,29,White,Divorced,Assoc-voc,United-States,Private,Tech-support,<=50K,elizabeth,sandeey,196.0,marawa plce,,coramba,3764,nato,9663541
819,Male,35,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K,cassandra,clancy,13.0,de burghbstreet,rsd e 261,arrawarra,6230,qlfd,3769495
820,Female,28,Asian-Pac-Islander,Married-civ-spouse,Assoc-voc,India,Private,Adm-clerical,<=50K,calb,urquhaet,,middleton circuit,,deer dp ark,2134,,3395802
821,Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,michael,harding,25.0,demaine crescent,wollomba park,devonport,6714,wa,8178979
822,Male,42,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Farming-fishing,>50K,kobe,georgiou,222.0,curlew place,,mundingburra,6151,vic,2291138
823,Male,40,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,harley,knight,2.0,ellerston avenue,,gepps cross,2072,nsw,7948586
824,Male,47,White,Divorced,Some-college,United-States,Private,Sales,<=50K,lucina,longblttom,40.0,pennefathe tstreet,,burnie,2232,vic,6472027
825,Female,22,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,bailey,neville,11.0,frost place,,wanniassa,2500,,3802092
826,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,dylan,parlegta,92.0,walsh place,,colleambally,3269,wa,2429286
827,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K,eliza,berey,7.0,chataway crescent,,aspley,2165,qld,6271689
828,Male,63,White,Married-civ-spouse,7th-8th,United-States,Local-gov,Other-service,<=50K,karla,jablonski,13.0,calder crescent,,deception bay,2101,vic,7193015
829,Male,51,White,Married-civ-spouse,9th,United-States,Self-emp-not-inc,Craft-repair,<=50K,sopgid,cumming,224.0,mlaceathozet,,heidelberg,2602,qo,9442442
830,Female,22,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,finn,ferrara,6.0,,,cranenfook,2034,sa,3094218
831,Male,35,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,kyrr,senkevitch,97.0,moruya circuit,,murgon,4179,,6193940
832,Female,46,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,kaitlyn,scarmgn,54.0,chandler street,,tea tree gully,2263,,6096263
833,Male,37,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K,isabella,,7.0,prichard circuit,,georvgica,2171,vic,1902808
834,Male,24,Black,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,alexandra,papandreou,26.0,,,cheltenham,2251,qld,2346100
835,Male,37,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Handlers-cleaners,<=50K,talia,blacmestt,148.0,athertotmstreet,,naracoorte,,vic,5557032
836,Male,53,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,<=50K,hm,georgia,3.0,medley street,munro park,home hill,8225,,4997909
837,Male,27,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,annaloe,fyfe,300.0,candell place,,corio,3936,qz,1118895
838,Male,38,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,jessica,seeley,5.0,mcdermott street,,enoggera,3850,vic,9706260
839,Male,53,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Farming-fishing,<=50K,sean,richards,30.0,landells place,,strathfield,2220,vic,5152230
840,Male,34,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,caitlin,goodrick,19.0,harford street,carseldine garden,canley vale,2032,nsw,8858443
841,Male,23,Black,Never-married,HS-grad,United-States,Private,Sales,<=50K,harruosn,mannnk,15.0,marchant circuit,openshaw,pingelly,2729,,5161720
842,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,henry,rose,61.0,antill street,,queanbeyan,4157,qld,1366704
843,Female,43,Asian-Pac-Islander,Married-civ-spouse,Masters,South,Private,Prof-specialty,<=50K,kwaey,wallwork,7.0,taylor street,,dalbu,4153,sa,7523536
844,Male,67,Asian-Pac-Islander,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,>50K,jasper,ward,38.0,copland drive,,bankstown,3216,,5786902
845,Male,81,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K,thomss,gillrard,7.0,twnie lae,,springwood,2063,tas,8830410
846,Male,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,lily,argirou,493.0,canberra avenue,,caroona,4064,nsw,1917226
847,Male,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K,macey,malala,4.0,armstrong crescent,,floreat,3199,nsw,8277269
848,Male,25,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K,chelsea,gascoigne,9.0,investigator street,,kolijo,5163,sa,3083012
849,Female,42,White,Married-civ-spouse,5th-6th,Mexico,Private,Machine-op-inspct,<=50K,jack,mckeljie,23.0,florey drive,,bondi,4126,vic,6029712
850,Female,38,Black,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K,mitcsheml,byrme,15.0,forbesjtreet,woodlands,gerogery,5417,nss,6145754
851,Male,32,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,lois,megsw,47.0,teakle owce,banyak,bowral,3350,vic,4914818
852,Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,xani,hunter,141.0,,,tewantin,4695,,8144314
853,Male,51,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,ashton,cortis,36.0,,gypsum pit,donvale,3121,nsw,8858206
854,Female,22,White,Never-married,Some-college,United-States,Private,Sales,<=50K,gus,bates,67.0,gang gang court,,templestowe,2211,nsw,2278261
855,Female,33,White,Married-spouse-absent,1st-4th,Guatemala,Private,Priv-house-serv,<=50K,roisin,carr,24.0,kinalung place,,mount gambier,2037,vic,1189440
856,Male,42,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,sophie,watt,86.0,reibey place,st agnes village,valentine,2761,,6157082
857,Male,51,White,Married-civ-spouse,Preschool,United-States,Local-gov,Other-service,<=50K,hayley,eyles,11.0,knox street,,bathurst,6026,qld,7628303
858,Female,23,White,Married-civ-spouse,HS-grad,Mexico,Private,Adm-clerical,<=50K,,wescimvj-down,55.0,mckeahnie street,,hamitom,2529,wa,9879351
859,Male,37,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,>50K,kane,heakkd,46.0,groom street,,bermagui,2207,qld,1738457
860,Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,brandno,waklvc,90.0,,wyamah,east maitland,6210,vim,1554025
861,Female,47,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K,seth,hooefr,46.0,carrutheratreet,birrabeen,scottsdale,3196,qld,7679608
862,Male,41,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K,dante,schulz,121.0,westbury circuit,,mount lewis,2560,nsw,9441922
863,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,mitchell,delanderr,17.0,mcmastersgeet,,woodville,4063,nsw,4012693
864,Male,31,White,Never-married,Bachelors,United-States,Private,Sales,>50K,kyan,soibk,190.0,,,minyama,2280,qld,8761369
865,Female,31,Amer-Indian-Eskimo,Divorced,Assoc-acdm,United-States,Private,Other-service,<=50K,dylan,wyman,6.0,du faur street,,bega,5045,nsw,9349841
866,Male,35,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,,burt,5.0,mellor circuit,,paddilngtn,3104,vqc,6408995
867,Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,>50K,james,oconner,4.0,armstrong crescent,glenview point,moorland,2533,nsw,6972245
868,Female,18,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,brett,brinkley,12.0,northcott drive,,bundeena,2108,qld,2726395
869,Male,20,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,julia,o'sullivan,75.0,cutlack street,arabanoo,blind bight,5152,wa,9709683
870,Female,54,Black,Divorced,Some-college,United-States,Local-gov,Exec-managerial,<=50K,harrison,treleaven,18.0,tepper circuit,,wangarxta,5002,sa,6041243
871,Female,40,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,phodne,benton,112.0,street ldncross,,bilingda,7010,nsw,2937866
872,Female,36,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K,joshua,trkll,52.0,arthur circle,renshaw complex,moun urr,4122,vicb,5934980
873,Male,43,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,jarvis,mcewen,56.0,ruthven street,paspaley pearls building,raymond terrace,2566,wa,6293820
874,Male,44,White,Divorced,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,cameron,pl ant,199.0,collicott rcuit,,park hazelwood,6571,,6514093
875,Female,44,White,Married-civ-spouse,HS-grad,United-States,State-gov,Prof-specialty,>50K,rachel,mattner,16.0,hilton close,,sebastopol,7030,vic,8820771
876,Male,43,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,isabella,franiik,9.0,disney vourt,,cranbourne,6480,vic,5098892
877,Female,51,Black,Widowed,7th-8th,United-States,Private,Other-service,<=50K,hanno,james-aftin,53.0,bambridge street,,glen waverley,2199,vic,5255063
878,Female,18,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,ka,,19.0,haswellplace,heagney crescent,queaneyan,7000,nsw,5585835
879,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,jemma,dawson,23.0,tanumbirini street,,yarraville,2145,nsw,9941643
880,Male,44,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,>50K,jessica,key,96.0,eddy crescent,stumphill,gladtone,5290,qld,9980948
881,Male,33,White,Divorced,10th,United-States,Local-gov,Transport-moving,<=50K,nathan,bray,4.0,finlayson place,summer place,benarkin,4610,vic,9097432
882,Male,33,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K,tess,pycroft,169.0,pennefather street,,ballina,2170,nsw,7316380
883,Male,42,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,>50K,oscar,geeves,5.0,higinbotham street,,caringbah,2071,vic,5253565
884,Male,25,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K,thomas,gaertner,16.0,tralee street,,lorn,2094,nsw,3280529
885,Female,32,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,grace,mcnauyhpon,21.0,chandlerstreet,moyola,lockyer,3150,qld,7261818
886,Male,32,White,Married-civ-spouse,Bachelors,Mexico,Private,Craft-repair,<=50K,sarah,schenk,28.0,cossington smith crescent,,heathmont,2203,nsw,6576991
887,Female,36,White,Divorced,10th,United-States,Private,Exec-managerial,<=50K,philip,seccombe,99.0,morgan crescent,,tin can bay,3754,sa,4256728
888,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,,verco,8.0,randell street,reynella park,fernvale,5008,qld,3715598
889,Female,20,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,marleigh,retsas,6.0,,ellematta,carrick,4356,nsw,9115507
890,Male,35,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,>50K,lachlan,reddy,1.0,mitta place,,warragul,3058,w,1356192
891,Male,55,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,joshuv,avifxs,23.0,rawlings place,,muri,3083,qld,7579197
892,Male,48,Asian-Pac-Islander,Married-civ-spouse,Bachelors,India,Private,Exec-managerial,>50K,jasmyn,frackowski,1422.0,berrigan crescent,air force memorial est,newstead,3030,qld,4637638
893,Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,seth,hooper,48.0,carruthers street,birrabeen,scottsdale,3196,qld,7670608
894,Female,28,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K,nicola,wakefield,27.0,waterman place,mt clr,manly west,6025,sa,4548823
895,Male,67,White,Widowed,Bachelors,United-States,Private,Exec-managerial,>50K,delander,mitchlrl,17.0,mcmaster snreet,,woodville,0416,naw,4012693
896,Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,bailey,berrett,2.0,moseley place,carnvale park,engadine,3056,nsw,9845323
897,Male,44,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,william,vinar,45.0,vanzetti crescent,mederberrin farm,kingston beach,6282,vic,3619560
898,Female,25,White,Never-married,Some-college,United-States,Private,Sales,<=50K,loren,sushabnes,75.0,purbricktstreet,,ingleburn,7010,vac,9079331
899,Female,21,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,daniel,cozens,1.0,swan place,cranbourne shopping centre,armidale,4850,,1400801
900,Male,40,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K,william,mclachlan,11.0,culgoa circuit,rooganore,duncraig,6052,qld,3474751
901,Female,78,Black,Widowed,HS-grad,United-States,Private,Other-service,<=50K,lily,squire,32.0,burnage place,port 163,windsor,5000,qld,8368603
902,Male,34,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K,lachlan,pietsch,18.0,majura avenue,the terraces (cnr ryan a avenue,mclaren vale,2021,vic,3329412
903,Female,49,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,jenna,yatds,6.0,fred lane crescent,,lockingtpn,2220,vic,7604579
904,Female,22,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,kylee,mahony,3.0,stacy street,,newstead,2023,,3577212
905,Male,60,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K,joselyn,rowett,94.0,duffy street,sundale,fairlight,2115,nsw,9907195
906,Male,45,White,Widowed,HS-grad,United-States,Local-gov,Protective-serv,>50K,danieola,perrpy,29.0,james street,gatehouse the,tepco,3151,nsw,9997809
907,Female,63,White,Divorced,Assoc-voc,United-States,Private,Other-service,<=50K,teaha,gersekowski,40.0,boas place,,murrayville,2652,nsw,7093938
908,Female,41,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,sophie,peut,9.0,knibbs street,eldorado,hallam,2444,vic,7304402
909,Female,47,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,bryce,schiller,2.0,herron crescent,,goonellabah,2770,vic,2245301
910,Male,44,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,pua,,11.0,shepherdson place,national house,,1363,nsw,7394463
911,Female,51,White,Widowed,Some-college,United-States,Private,Prof-specialty,<=50K,haf,palmer,3.0,,,fotsdr,2077,tas,4039646
912,Male,46,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,adrian,smith,7.0,govett place,,greendale,2082,nsw,3726750
913,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K,amy,oats,7.0,adkinson close,location 19776,nicholls,3150,sa,6522487
914,Male,50,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,annahkse,fyfd,399.0,candelo place,flt 151,corio,3995,se,1118895
915,Male,47,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,dyoa n,daqt,2.0,osburnxdrive,,warana,3125,qld,3419976
916,Male,35,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,talia,d'la,1.0,fitchett street,,timmering,4606,vic,5584527
917,Male,56,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K,olivia,maugbvn,2.0,unaipon svenue,,moorabbin,2560,sa,8628507
918,Male,45,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K,lachlan,pech,20.0,chirnside circuit,,lyndhurst,3044,nsw,7311892
