ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,soc_sec_id,given_name,surname
4799,Female,22,White,Never-married,11th,United-States,Private,Sales,<=50K,8797284,mitchell,ryan
3962,Male,22,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K,9435148,sarah,beattie
4775,Male,22,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,6287203,harrison,mcneill
904,Female,22,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,4826701,joshua,stubbs
3996,Female,22,White,Never-married,Bachelors,United-States,Private,Prof-specialty,>50K,8085483,timothy,hilton
2198,Male,22,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,5070016,benedict,hursey
4197,Male,22,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,6141781,ella,sztolc
1457,Female,22,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,1807250,emmerson,maziakowski
3141,Male,[22-23],White,Never-married,Some-college,United-States,Private,Other-service,<=50K,5231050,harry,hyland
3818,Male,[22-23],White,Married-spouse-absent,Some-college,United-States,State-gov,Tech-support,<=50K,8509780,benjamin,hyland
4818,Male,[22-23],Other,Married-civ-spouse,HS-grad,Mexico,Private,Machine-op-inspct,<=50K,3698795,daniel,ryan
3295,Male,[22-23],White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,2421446,jacob,heron
4709,Female,[22-23],White,Never-married,Bachelors,Canada,Private,Exec-managerial,<=50K,2505329,liam,jolly
2399,Female,23,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,9094252,alexandra,grainger
1951,Male,23,Black,Never-married,HS-grad,United-States,Private,Protective-serv,<=50K,4911869,sara-louise,nikakis
2154,Female,23,White,Never-married,HS-grad,United-States,Private,Tech-support,<=50K,3609154,charlotte,ryan
4210,Male,23,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K,7138643,lachlan,matthews
350,Male,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K,7814038,montana,hawes
1702,Male,23,Black,Never-married,9th,United-States,Private,Handlers-cleaners,<=50K,2755084,luke,wilkins
1687,Female,23,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,1002096,joshua,choi-lundberg
3472,Female,23,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,4177466,jade,clarke
2983,Female,23,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,6382127,ky,renfrey
1692,Male,23,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,3680861,jack,wegman
461,Male,23,White,Never-married,HS-grad,Poland,Local-gov,Farming-fishing,<=50K,6477624,lochlan,reifferscheidt
2157,Male,23,White,Never-married,HS-grad,Mexico,Self-emp-not-inc,Farming-fishing,<=50K,6058396,emiily,tidey
459,Male,23,White,Never-married,5th-6th,El-Salvador,Private,Other-service,<=50K,5670243,nogivenname,muthukuda
3710,Male,23,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9452510,mhary,siemon
4829,Male,23,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Transport-moving,<=50K,3996047,nogivenname,rees
3040,Female,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,3671723,alexandra,alderson
2595,Male,23,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,8135586,mikayla,berryman
4451,Female,23,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,3652195,taylah,polak
957,Female,23,Black,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,4568068,evan,wilkey
962,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K,9738709,megan,jessup
181,Male,23,White,Married-civ-spouse,5th-6th,Mexico,Private,Transport-moving,<=50K,6245244,jessica,dixon
1134,Female,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K,6769513,alexander,shepherd
4301,Male,23,White,Married-spouse-absent,9th,Mexico,Private,Craft-repair,<=50K,8232480,jasper,tsialafos
3794,Female,23,Black,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,6076482,corey,green
1458,Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,8315488,jessica,paine
3750,Male,23,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,3818853,jade,stanley
1268,Male,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,7368589,ryan,white
2683,Male,23,White,Never-married,7th-8th,United-States,Private,Craft-repair,<=50K,4703920,haylee,dolan
3497,Female,23,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,6303884,benjamin,paterson
2428,Female,23,Black,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,3019342,talia,holer
443,Female,23,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,1616065,jake,gillard
3932,Male,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K,8284375,holly,feast
1860,Male,23,White,Never-married,11th,United-States,Private,Craft-repair,<=50K,5648700,kayla,campbell
841,Male,23,Black,Never-married,HS-grad,United-States,Private,Sales,<=50K,8119451,emiily,wilson-wheeler
2693,Male,23,White,Never-married,Bachelors,United-States,Private,Machine-op-inspct,<=50K,6007254,nicholas,malin
671,Female,23,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,7208315,kaitlin,matthews
2717,Male,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,5682368,holly,webb
4945,Male,23,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Adm-clerical,>50K,6413064,flynn,guduguntla
2741,Female,23,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K,4003978,jai,hartkop
12,Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,8677579,angus,mcgregor
1710,Male,23,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,7388992,ruby,acciairresa
639,Female,23,White,Never-married,Bachelors,United-States,State-gov,Tech-support,<=50K,8198316,james,dixon
3341,Female,23,White,Never-married,Assoc-acdm,United-States,Private,Transport-moving,<=50K,1390365,naomi,matthews
4505,Female,23,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,6747384,isabelle,thorpe
2827,Male,23,White,Never-married,Some-college,United-States,State-gov,Other-service,<=50K,9425075,andrew,renfrey
2043,Male,23,Black,Never-married,7th-8th,United-States,Private,Craft-repair,<=50K,4887522,lara,musolino
3316,Male,23,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K,6565352,joanna,george
2833,Male,23,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,2120101,talissa,passmore
1851,Female,23,White,Married-spouse-absent,Some-college,United-States,Private,Other-service,<=50K,7159814,olivia,white
2045,Male,23,White,Never-married,Bachelors,United-States,State-gov,Tech-support,<=50K,2413526,meg,sedunary
2037,Female,23,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,5667813,brodie,green
1432,Male,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,9963518,nathan,clarke
4374,Male,23,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Sales,<=50K,9508340,madison,warneke
3310,Female,23,Black,Never-married,Some-college,Jamaica,Private,Machine-op-inspct,<=50K,8144739,courtney,clarke
728,Female,23,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,6699074,connor,asendorf
3482,Male,23,Black,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,9888953,lucas,zimmermann
629,Male,23,Black,Separated,Some-college,United-States,Local-gov,Exec-managerial,<=50K,9919852,harrison,thaker
4497,Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,5036866,caleb,bersable
1820,Male,23,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,3374540,judah,badger
28,Male,23,White,Never-married,Assoc-acdm,United-States,Local-gov,Protective-serv,<=50K,6616912,nogivenname,lowry
4934,Male,23,White,Married-civ-spouse,HS-grad,United-States,State-gov,Exec-managerial,<=50K,4611758,emiily,mees
67,Male,23,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,6282406,benjamin,lovelock
715,Male,23,White,Divorced,Assoc-voc,United-States,Local-gov,Tech-support,<=50K,4029960,dean,lock
4478,Female,23,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K,7320684,emiily,maida
1879,Male,23,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,7223186,ellen,campbell
4962,Female,23,Asian-Pac-Islander,Never-married,HS-grad,Vietnam,Private,Adm-clerical,<=50K,7125161,katie,fitzpatrick
2451,Male,23,White,Never-married,7th-8th,Mexico,Private,Other-service,<=50K,9616019,zali,walpole
4840,Male,23,White,Never-married,Assoc-acdm,United-States,Private,Prof-specialty,<=50K,9345240,samantha,bellamy
3188,Female,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,6901115,silas,mccarthy
1853,Female,23,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,4579159,mitchell,trowse
3823,Female,23,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Other-service,<=50K,4175032,nicholas,mamarika
4549,Male,23,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,2207203,lauren,harrington
1223,Male,23,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,8295272,lauren,berryman
2148,Male,23,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Transport-moving,>50K,6038986,kobe,miliano
4327,Male,23,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,4201497,nogivenname,oreilly
4499,Female,23,White,Never-married,Bachelors,Cuba,Private,Handlers-cleaners,<=50K,6664660,harvey,webb
3400,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K,8235647,william,zilm
4900,Male,23,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K,6950798,emma,fitzpatrick
3311,Female,23,White,Never-married,HS-grad,Canada,Private,Prof-specialty,<=50K,9317676,blake,crook
1875,Female,23,White,Separated,HS-grad,United-States,Private,Exec-managerial,<=50K,2750463,riley,campbell
693,Male,23,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,7753663,nogivenname,dixon
3447,Female,23,Asian-Pac-Islander,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,1357509,emiily,mchenry
424,Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,6206107,kelsea,worsley
3395,Female,23,White,Never-married,9th,Mexico,Private,Machine-op-inspct,<=50K,6449470,samara,campbell
3146,Male,23,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K,3379992,zachary,stanley
2379,Female,23,Black,Never-married,10th,United-States,Private,Craft-repair,<=50K,8214409,bradley,pegg
4748,Male,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,1835941,dillon,coleman
406,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K,5389848,jack,steinert
3160,Male,23,White,Never-married,Some-college,United-States,Self-emp-inc,Prof-specialty,<=50K,1189146,keely,coulson
2278,Female,23,White,Never-married,11th,United-States,Private,Transport-moving,<=50K,1880798,jasper,bowerman
3768,Male,23,Asian-Pac-Islander,Never-married,Bachelors,Taiwan,Private,Sales,<=50K,2248813,rachel,donaldson
2390,Female,23,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,4013554,kane,whillas
4620,Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,1051531,jasmine,mariager
945,Female,23,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,4150453,gianni,campbell
2247,Male,23,White,Never-married,Assoc-acdm,United-States,Private,Craft-repair,<=50K,4360928,isaiah,drysdale
3920,Female,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,3732493,ellen,armanious
1631,Male,23,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,<=50K,2582300,emerson,reid
925,Female,23,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,9470193,elijah,asher
397,Male,23,White,Never-married,HS-grad,Dominican-Republic,Private,Handlers-cleaners,<=50K,9713887,makenzi,quan
3787,Female,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,5076815,michael,berry
4333,Male,23,Other,Never-married,7th-8th,Mexico,Private,Farming-fishing,<=50K,2467275,jordan,paterson
1247,Male,23,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,1899363,joe,white
570,Female,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,4234492,jayden,markellos
4351,Male,23,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,8924972,zali,shepherd
4572,Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,3450613,juliana,white
2086,Male,23,White,Never-married,12th,Mexico,Private,Machine-op-inspct,<=50K,1311728,harry,waller
1427,Female,23,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,3752472,liam,nitsolas
1747,Male,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,6228407,maxin,burford
2484,Female,23,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,3438940,christopher,lock
2941,Male,23,Asian-Pac-Islander,Never-married,HS-grad,South,Private,Sales,<=50K,6564471,flynn,lydon
3516,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,6504363,nogivenname,webb
858,Female,23,White,Married-civ-spouse,HS-grad,Mexico,Private,Adm-clerical,<=50K,2305243,molly,garcia
4590,Female,23,White,Never-married,Assoc-voc,United-States,State-gov,Tech-support,<=50K,9306292,danielle,tomasevic
2104,Female,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,1197508,lynton,rudd
4888,Male,23,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,6218887,thomas,brain
3835,Male,23,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,2176335,victoria,fitzpatrick
3256,Female,23,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,2775215,kelsea,snell
222,Male,23,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,1887648,koben,courtenay-ralph
1715,Male,23,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9614637,charlotte,clarke
807,Female,23,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,5258162,jade,stronach
144,Male,23,White,Never-married,Bachelors,United-States,Private,Handlers-cleaners,<=50K,5453855,sarah,green
816,Male,23,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,4706557,ashleigh,rollins
2095,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K,6947860,tiana,webb
4573,Male,23,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,1807750,jasper,morrish
358,Female,23,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,8511819,abby,spark
2091,Male,23,White,Never-married,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K,7091861,zachary,white
3581,Male,23,White,Never-married,HS-grad,El-Salvador,Private,Other-service,<=50K,7625458,lia,shelley
3278,Female,23,White,Never-married,HS-grad,United-States,Private,Tech-support,<=50K,7668302,jasmine,pavli
3264,Female,23,White,Never-married,Assoc-voc,United-States,Private,Sales,<=50K,9563099,mikhaili,appletree
545,Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,3808150,ruby,hulley
3832,Male,23,Black,Never-married,HS-grad,Haiti,Private,Transport-moving,<=50K,3939861,olivia,thorpe
847,Male,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K,6483602,harrison,weaver
3551,Male,23,White,Never-married,Assoc-acdm,United-States,Self-emp-not-inc,Craft-repair,<=50K,6200753,sara,karlsen
4842,Female,[23-24],White,Divorced,Bachelors,United-States,Self-emp-inc,Sales,<=50K,7556655,erin,embrey
3219,Male,[23-24],White,Divorced,Some-college,United-States,Self-emp-not-inc,Adm-clerical,<=50K,4193541,blake,kontopoulos
3275,Male,[23-24],White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,3352261,grace,morrison
3239,Male,[23-24],White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,1100570,mila,nguyen
2084,Male,[23-24],White,Never-married,Assoc-voc,United-States,Private,Exec-managerial,<=50K,4768273,zachary,nakahara
2538,Female,24,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,1430466,samuel,satterley
292,Male,24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,8669770,skye,ryan
479,Male,24,Black,Divorced,Some-college,United-States,Local-gov,Handlers-cleaners,<=50K,8262494,ryleh,miles
2357,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,2444018,lara,white
600,Male,24,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,8052521,vincent,braithwaite
2527,Female,24,White,Never-married,Some-college,Mexico,Private,Other-service,<=50K,2843200,jack,browne
4935,Female,24,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,5237893,connor,camp
561,Male,24,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,4860814,georgia,rundle
429,Female,24,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K,3981694,hamish,chandler
2844,Female,24,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,7516697,hugh,bartel
525,Male,24,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,4762088,ajay,poumako
4672,Female,24,White,Married-civ-spouse,Some-college,United-States,State-gov,Adm-clerical,<=50K,9741543,alexandra,hyland
2858,Male,24,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,6919659,liam,britten
2257,Female,24,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Adm-clerical,<=50K,8204283,tess,sherriff
2777,Female,24,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,9362456,daniel,heron
381,Female,24,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,7277011,dayna,gilfedder
616,Male,24,White,Never-married,9th,United-States,Private,Machine-op-inspct,<=50K,9096326,michael,sideris
2581,Male,24,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,3465665,hugh,bishop
258,Female,24,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,>50K,7261271,nicholas,leung
2533,Female,24,White,Never-married,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K,4669159,nicholas,de la cruz
410,Male,24,White,Never-married,HS-grad,United-States,Federal-gov,Armed-Forces,<=50K,3632388,nicholas,hassall
2405,Female,24,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K,6435654,mackenzie,boocock
562,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,4932145,riley,rees
276,Male,24,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,6993851,lauren,perre
2330,Male,24,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,8516174,troy,copp
2856,Male,24,Asian-Pac-Islander,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K,2910230,alaiyah,stephenson
2489,Male,24,White,Never-married,11th,United-States,Private,Craft-repair,<=50K,6961701,christian,jolta
2468,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,1549841,william,white
2358,Male,24,White,Never-married,Masters,United-States,State-gov,Prof-specialty,<=50K,8240507,harry,camp
2673,Female,24,White,Never-married,Some-college,United-States,Private,Sales,<=50K,6294140,nathan,cannell
636,Female,24,Black,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,8281055,darcy,ben-gurion
2228,Male,24,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K,5841667,shaun,cristiani
466,Male,24,Black,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,9581574,kirra,fitzpatrick
2010,Male,24,White,Never-married,Bachelors,United-States,Private,Machine-op-inspct,<=50K,9859519,india,block
3267,Female,24,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,7969974,damien,madigan
39,Male,24,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K,4402607,katelin,dent
3024,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,7891103,ruby,white
3315,Female,24,Black,Never-married,Bachelors,United-States,Local-gov,Adm-clerical,<=50K,7583582,timothy,crouch
225,Male,24,White,Married-civ-spouse,Assoc-acdm,United-States,State-gov,Protective-serv,<=50K,2419260,emiily,rundle
177,Male,24,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K,8080352,harvey,dunstone
3081,Female,24,White,Never-married,Some-college,Dominican-Republic,Private,Adm-clerical,<=50K,1751900,chelsea,miles
185,Male,24,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,5942526,jesse,herbert
4816,Female,24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,1307303,sophie,nicolle
2676,Female,24,White,Never-married,11th,United-States,Private,Machine-op-inspct,<=50K,4977712,alysha,nguyen
2386,Female,24,White,Divorced,HS-grad,United-States,Private,Exec-managerial,>50K,8397512,adam,tuckwell
834,Male,24,Black,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,9209231,gabrielle,rees
1289,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K,7020668,charlotte,dixon
1622,Male,24,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,5721375,saskia,roberti
3646,Female,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,3831376,jasmine,blake
4036,Female,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,4793062,jordan,rosa
3789,Male,24,White,Never-married,5th-6th,El-Salvador,Private,Craft-repair,<=50K,8541055,katelyn,blackwell
4426,Female,24,Black,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K,5970471,amber,dudley
1728,Male,24,White,Never-married,HS-grad,El-Salvador,Private,Other-service,<=50K,8245647,jock,clarke
4178,Male,24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,2271081,jye,churches
4032,Male,24,White,Never-married,Some-college,United-States,Private,Sales,<=50K,4355459,madeleine,sideris
1695,Male,24,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K,3825290,ellie,reid
4067,Male,24,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,7008776,carly,georgetti
1347,Male,24,White,Never-married,Assoc-voc,United-States,Private,Protective-serv,<=50K,3839656,channing,white
1430,Female,24,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,1586712,jacob,webb
1219,Female,24,Black,Never-married,HS-grad,United-States,Private,Sales,<=50K,2303333,timothy,webb
1466,Male,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,5801878,tansy,carp
1849,Male,24,White,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,<=50K,5859130,nicholas,green
3648,Male,24,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,1191867,konstantinos,morrison
960,Female,24,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,7042275,kelsea,hoebee
3624,Male,24,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K,4309035,chloe,ryan
3553,Male,24,White,Married-civ-spouse,10th,United-States,Private,Handlers-cleaners,<=50K,1076510,harrison,hoang
4237,Male,24,White,Separated,Some-college,United-States,Self-emp-not-inc,Handlers-cleaners,<=50K,6916349,lily,clarke
3700,Female,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,3342200,shantal,novak
3510,Male,24,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,<=50K,8828523,taylah,rankine
3865,Male,24,White,Never-married,10th,El-Salvador,Private,Sales,<=50K,2611585,emiily,matthews
1209,Female,24,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9127277,kaitlin,goldsworthy
4324,Male,24,White,Never-married,HS-grad,Dominican-Republic,Private,Sales,<=50K,7478108,christopher,felmingham
3782,Female,24,White,Divorced,9th,United-States,Private,Other-service,<=50K,9233063,shannon,grosskopf
4784,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,1040139,meggie,george
3386,Male,24,White,Never-married,7th-8th,Mexico,Private,Handlers-cleaners,<=50K,3122448,zara,george
1954,Male,24,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,1939746,jamie,fernando
101,Male,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,3687513,connor,lungershausen
3065,Male,24,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,7811495,genevieve,bristow
3886,Female,24,White,Separated,Some-college,United-States,Private,Sales,<=50K,7916934,caleb,thorpe
3456,Male,24,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,>50K,2977480,toby,fernando
4133,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,8407575,lachlan,mcdermid
4410,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7889345,pearson,ryan
1092,Female,24,White,Never-married,Bachelors,United-States,State-gov,Adm-clerical,<=50K,1603931,thomas,bellchambers
762,Male,24,White,Never-married,Bachelors,United-States,Self-emp-inc,Sales,<=50K,1825355,paris,nguyen
1787,Female,24,Black,Divorced,HS-grad,United-States,Local-gov,Protective-serv,<=50K,1606130,daniel,commons
121,Female,24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,6835476,giaan,blake
3826,Female,24,White,Never-married,Bachelors,United-States,Private,Farming-fishing,<=50K,4768278,benedict,everett
1444,Male,24,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,1980801,renee,clarke
796,Female,24,White,Never-married,Some-college,United-States,Private,Sales,<=50K,1114083,alisha,rawlings
3521,Male,24,Asian-Pac-Islander,Married-civ-spouse,11th,Vietnam,Private,Transport-moving,<=50K,7849806,joel,dixon
1861,Female,24,White,Married-civ-spouse,Assoc-acdm,United-States,Local-gov,Other-service,<=50K,5699901,madeleine,clarke
769,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,8974658,sophie,thredgold
4093,Female,24,White,Never-married,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K,4868604,annabelle,dixon
1539,Male,24,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,8053255,annabella,byers
3889,Male,24,White,Never-married,11th,United-States,Private,Craft-repair,<=50K,9892920,andrew,large
802,Male,24,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K,9460223,george,mccarthy
1589,Male,24,White,Never-married,Masters,United-States,Private,Exec-managerial,<=50K,9012138,natalee,berryman
4214,Female,24,Asian-Pac-Islander,Married-spouse-absent,Masters,China,State-gov,Prof-specialty,<=50K,3198280,joel,wanders
1448,Male,24,White,Never-married,Some-college,United-States,State-gov,Tech-support,<=50K,8691066,chloe,rafanelli
2274,Female,24,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,4528630,madison,campbell
4044,Female,24,White,Divorced,Assoc-acdm,United-States,Private,Other-service,<=50K,6355088,hayley,dixon
1564,Male,24,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K,6395380,christina,coleman
2894,Male,24,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K,8028191,james,brain
3509,Female,24,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,1236544,mitchell,white
4777,Female,24,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,6945746,jacqueline,coady
1887,Female,24,White,Married-spouse-absent,Bachelors,United-States,Private,Prof-specialty,<=50K,9734143,monique,novak
