ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,soc_sec_id,given_name,surname
2847,Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9722217,lucas,corsico
2848,Male,65,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Farming-fishing,<=50K,2973687,alicia,curry
2849,Female,22,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K,7148945,nogivenname,millar
2850,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9253952,elle,matthews
2851,Male,28,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,6333286,adam,nguyen
2852,Male,46,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K,1803541,tyler,parr
2853,Male,42,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Exec-managerial,>50K,7471491,wilson,white
2854,Male,28,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,3310706,aiden,maynard
2855,Female,18,White,Never-married,Some-college,United-States,Private,Sales,<=50K,3998567,ella,hawes
2856,Male,24,Asian-Pac-Islander,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K,2910230,alaiyah,stephenson
2857,Male,45,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K,1102361,tabitha,orchard
2858,Male,24,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,6919659,liam,britten
2859,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,1946829,lachlan,mccarthy
2860,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3516962,caitlyn,campbell
2861,Male,35,White,Married-civ-spouse,Some-college,Poland,Private,Tech-support,<=50K,5581067,maddison,gfarrick
2862,Male,52,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,<=50K,9056397,zarlia,glennon
2863,Male,25,White,Never-married,Assoc-acdm,United-States,Private,Farming-fishing,<=50K,9379589,benjamin,browne
2864,Male,19,White,Never-married,5th-6th,Mexico,Private,Farming-fishing,<=50K,5425400,joshua,stanley
2865,Female,54,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,3790237,daniella,chandler
2866,Male,21,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,3002608,lucy,crouch
2867,Female,26,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,2036044,judah,simmonds
2868,Female,42,White,Divorced,Assoc-voc,United-States,Private,Adm-clerical,<=50K,6627562,roberta,bishop
2869,Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4699715,madison,nguyen
2870,Male,55,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,8984671,lily,hick
2871,Male,44,White,Married-civ-spouse,HS-grad,United-States,State-gov,Adm-clerical,<=50K,1936096,simone,campbell
2872,Male,25,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,7414003,gemma,lowe
2873,Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K,8429976,judah,boyle
2874,Female,64,White,Separated,Assoc-acdm,United-States,Federal-gov,Prof-specialty,>50K,1070728,aidan,fysh
2875,Female,41,Other,Divorced,11th,United-States,Private,Other-service,<=50K,4126596,carmen,miles
2876,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,8806168,alisha,winfield
2877,Male,45,White,Never-married,HS-grad,United-States,Private,Craft-repair,>50K,8431709,laklynn,mcneill
2878,Male,48,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K,4250931,joshua,gohl
2879,Male,60,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,5119714,tori,mcgarrigan
2880,Male,45,White,Never-married,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,7905025,bailee,ryan
2881,Male,51,White,Married-civ-spouse,10th,United-States,Private,Sales,>50K,7285108,olivia,white
2882,Female,37,White,Divorced,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K,4295797,jordan,morrison
2883,Male,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4076797,tabitha,prytula
2884,Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,6988438,lucas,white
2885,Male,27,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,1997517,brydon,golder
2886,Male,47,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Craft-repair,<=50K,2589251,emiily,vimpany
2887,Male,32,Black,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,2496172,ethan,rawlings
2888,Male,40,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,1654518,annabel,thorpe
2889,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,9086686,joshua,raward
2890,Female,26,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,6149528,nogivenname,haythorpe
2891,Male,47,Asian-Pac-Islander,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,2488065,finn,teague
2892,Male,55,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K,8789495,shai,leon
2893,Male,38,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,4600962,nogivenname,ruolle-ivanov
2894,Male,24,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K,8028191,james,brain
2895,Male,64,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Exec-managerial,>50K,7078005,erin,red
2896,Male,56,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K,6451877,neneh,wheatley
2897,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,8856944,alyssa,shepherdson
2898,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,3817430,zachary,goode
2899,Male,33,White,Never-married,Prof-school,United-States,Private,Prof-specialty,>50K,4712092,lara,stanley
2900,Male,21,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K,6540403,eliza,nadin
2901,Male,59,Black,Widowed,HS-grad,United-States,Local-gov,Craft-repair,<=50K,4048723,zac,silo
2902,Male,58,White,Married-civ-spouse,Assoc-voc,Germany,Private,Exec-managerial,>50K,7414934,david,nguyen
2903,Male,43,White,Divorced,Masters,United-States,Local-gov,Prof-specialty,<=50K,6208046,sean,bammant
2904,Male,21,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,3857387,ethan,mcdermid
2905,Male,45,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7268907,jasper,isola
2906,Female,53,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Exec-managerial,>50K,1941344,mitchell,haeusler
2907,Female,27,White,Married-civ-spouse,10th,Mexico,Private,Exec-managerial,<=50K,1148897,emiily,fitzpatrick
2908,Male,38,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K,5050790,amber,ryan
2909,Male,31,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,6069398,benjamin,dola
2910,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,5832856,madison,hope
2911,Female,22,White,Never-married,Some-college,United-States,State-gov,Adm-clerical,<=50K,4538744,tayah,zimmermann
2912,Male,43,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,<=50K,7921703,joshua,hoyland
2913,Male,41,White,Never-married,Some-college,United-States,State-gov,Prof-specialty,<=50K,6408389,harry,whiteway
2914,Female,27,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K,3117774,matthew,campbell
2915,Male,41,White,Married-civ-spouse,Some-college,United-States,Local-gov,Exec-managerial,<=50K,2093181,josephine,dragheim
2916,Male,36,White,Divorced,Prof-school,United-States,Private,Prof-specialty,>50K,1765101,lauren,cloudsdale
2917,Female,49,White,Married-civ-spouse,Bachelors,United-States,Private,Adm-clerical,>50K,1987760,holly,paterson
2918,Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,7028688,lachlan,theodore
2919,Female,58,White,Married-spouse-absent,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K,8874107,claudia,bihar
2920,Female,35,Black,Never-married,12th,Trinadad&Tobago,Self-emp-not-inc,Other-service,<=50K,5650922,bethany,dixon
2921,Male,30,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,>50K,1515136,bethany,van der klaauw
2922,Male,21,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,1967265,madison,morrison
2923,Male,29,White,Never-married,Assoc-acdm,United-States,Private,Machine-op-inspct,<=50K,7206463,amy,hope
2924,Female,40,White,Widowed,HS-grad,United-States,Private,Sales,<=50K,4593048,trent,bizjak
2925,Female,54,Asian-Pac-Islander,Never-married,Bachelors,United-States,State-gov,Prof-specialty,>50K,6219878,matthew,reid
2926,Male,35,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,7423497,bridget,dudgeon
2927,Male,35,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,7094597,magnus,grainger
2928,Female,59,Black,Separated,HS-grad,United-States,Private,Sales,<=50K,3083448,riley,white
2929,Male,43,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Machine-op-inspct,<=50K,1296128,rachael,yallop
2930,Male,39,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,>50K,3866237,charlie,browne
2931,Female,51,Black,Separated,7th-8th,United-States,Private,Machine-op-inspct,<=50K,4093298,isabella,zimmermann
2932,Female,71,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3538621,oscar,ovens
2933,Female,33,Black,Divorced,12th,United-States,Private,Machine-op-inspct,<=50K,2226510,chloe,bryce-watson
2934,Male,28,Black,Divorced,HS-grad,United-States,Private,Other-service,<=50K,5842904,victoria,rankine
2935,Male,30,White,Married-spouse-absent,HS-grad,United-States,Private,Sales,<=50K,2447062,calvin,goode
2936,Male,20,White,Married-spouse-absent,5th-6th,Mexico,Private,Farming-fishing,<=50K,4009353,jett,mendrin
2937,Male,51,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Sales,<=50K,9535708,jacob,clarke
2938,Female,39,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K,6811314,chloe,garnsey
2939,Male,62,Asian-Pac-Islander,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,6929273,emiily,eglinton
2940,Male,28,White,Never-married,9th,Dominican-Republic,Private,Machine-op-inspct,<=50K,3793509,shana,mavrangelos
2941,Male,23,Asian-Pac-Islander,Never-married,HS-grad,South,Private,Sales,<=50K,6564471,flynn,lydon
2942,Female,39,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,2658739,ella,wilkins
2943,Male,50,White,Widowed,Bachelors,United-States,Self-emp-inc,Sales,>50K,2826631,douglas,fitzpatrick
2944,Male,31,White,Never-married,7th-8th,United-States,Private,Craft-repair,<=50K,7105186,nogivenname,lodge
2945,Male,45,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Exec-managerial,>50K,8841314,madison,chandler
2946,Male,47,White,Widowed,10th,United-States,Private,Machine-op-inspct,<=50K,8148701,georgia,cother
2947,Female,59,White,Widowed,HS-grad,United-States,Private,Prof-specialty,<=50K,9117989,caleb,campbell
2948,Male,32,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Handlers-cleaners,<=50K,8495764,danielle,sawczak
2949,Male,49,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,2833733,tristan,yani
2950,Male,74,White,Widowed,HS-grad,United-States,Federal-gov,Other-service,<=50K,5367822,brianna,barisic
2951,Male,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,6267294,daniel,ryan
2952,Male,32,White,Married-civ-spouse,Some-college,Greece,Private,Craft-repair,<=50K,2923514,mhary,gaitanis
2953,Male,34,White,Married-civ-spouse,Bachelors,United-States,Private,Farming-fishing,>50K,8416181,ned,widdowson
2954,Male,59,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K,5990041,samuel,bottroff
2955,Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,7074916,lily,aspinall
2956,Female,59,White,Divorced,11th,United-States,Private,Adm-clerical,<=50K,3976926,ruby,symmons
2957,Male,47,White,Divorced,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K,5825057,finlay,coffey
2958,Male,53,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K,7303507,rhett,boxer
2959,Male,25,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K,9757237,ethan,goode
2960,Male,44,Black,Divorced,Bachelors,United-States,Private,Adm-clerical,<=50K,4297631,jacob,weaver
2961,Female,57,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Sales,>50K,2599418,katelyn,dixon
2962,Male,42,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,>50K,2556284,gabriella,pilavci
2963,Male,58,White,Married-civ-spouse,10th,United-States,Local-gov,Transport-moving,<=50K,5859873,harvey,fassina
2964,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,6109196,kaitlin,bowerman
2965,Male,45,White,Divorced,7th-8th,United-States,Private,Machine-op-inspct,<=50K,8470980,lara,snelling
2966,Female,47,Black,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,8747454,chelsea,blake
2967,Female,52,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7672726,george,noble
2968,Female,34,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,2637042,lachlan,white
2969,Male,36,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Craft-repair,<=50K,5975406,ella,crouch
2970,Male,41,White,Married-spouse-absent,HS-grad,Poland,Private,Craft-repair,<=50K,2777725,annika,mason
2971,Male,30,White,Never-married,Some-college,Mexico,Private,Prof-specialty,<=50K,6999348,benjamin,fullwood
2972,Male,44,Other,Married-civ-spouse,Bachelors,Puerto-Rico,Private,Exec-managerial,<=50K,5363583,shane,goldsworthy
2973,Female,34,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,1190651,lewis,boyle
2974,Male,41,Black,Separated,Some-college,United-States,Private,Other-service,<=50K,5024661,zachary,thurlow
2975,Male,29,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,4249901,harrison,schuster
2976,Male,25,White,Never-married,9th,Mexico,Private,Machine-op-inspct,<=50K,5785896,lachlan-john,nosurname
2977,Male,42,White,Separated,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,2412058,dayna,tapper
2978,Male,48,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,7947853,giaan,everett
2979,Male,26,White,Never-married,Assoc-voc,United-States,Private,Sales,<=50K,1052599,kaitlin,katarski
2980,Male,46,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,<=50K,1468008,michael,green
2981,Male,38,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,3499915,annalise,reid
2982,Male,49,White,Married-civ-spouse,11th,United-States,State-gov,Adm-clerical,<=50K,3860203,matilda,snell
2983,Female,23,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,6382127,ky,renfrey
2984,Female,46,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,>50K,8292725,ruby,nguyen
2985,Male,30,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,1881229,alexandra,berry
2986,Male,49,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,>50K,8338112,anthony,david
2987,Male,31,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,6670654,indyana,gazzola
2988,Male,19,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,2372845,alana,thredgold
2989,Female,45,White,Divorced,Assoc-acdm,United-States,Private,Prof-specialty,<=50K,7139205,nogivenname,mcgirr
2990,Male,34,White,Married-civ-spouse,Bachelors,Peru,Private,Prof-specialty,>50K,3944717,solomon,hannagan
2991,Male,26,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,9248677,channing,haak
2992,Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Transport-moving,>50K,3163493,coby,lukeman
2993,Female,31,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4173804,joshua,dolan
2994,Male,36,White,Separated,Assoc-acdm,United-States,Self-emp-inc,Exec-managerial,<=50K,3983917,zarran,eisele
2995,Male,31,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,6807657,anthony,berry
2996,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K,8506035,sara-louise,white
2997,Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,5081459,connor,bergsma
2998,Male,30,Black,Never-married,Bachelors,United-States,Private,Prof-specialty,>50K,3858979,alice,roman
2999,Female,73,White,Widowed,10th,United-States,Private,Other-service,<=50K,5852654,charlie,nguyen
3000,Male,38,White,Married-civ-spouse,Masters,United-States,Federal-gov,Exec-managerial,>50K,4551355,calvin,white
3001,Male,30,White,Never-married,10th,United-States,Private,Craft-repair,<=50K,4745672,hayden,beattie
3002,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,4405327,cooper,clarke
3003,Male,52,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K,8031551,nogivenname,quast
3004,Female,58,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,5448033,thomas,dinh
3005,Female,34,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K,4126078,andrew,marlow
3006,Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,6090364,matthew,robson
3007,Male,59,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Craft-repair,>50K,5599958,jorja,selth
3008,Female,45,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K,3553783,gabriel,moyse
3009,Male,27,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K,7465219,hayley,moody
3010,Male,31,White,Never-married,Doctorate,Mexico,Local-gov,Prof-specialty,>50K,3332626,harry,bjorksten
3011,Male,45,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K,8407592,michael,sroczek
3012,Female,40,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,5534097,danielle,crosswell
3013,Male,27,White,Married-civ-spouse,Prof-school,United-States,Private,Adm-clerical,<=50K,9223546,ava,ryan
3014,Male,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,7677004,oliver,verner
3015,Male,29,White,Never-married,5th-6th,Mexico,Private,Other-service,<=50K,6197497,tahlia,inglese
3016,Male,34,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Farming-fishing,<=50K,7706707,lewis,strubbe
3017,Male,32,White,Married-civ-spouse,Assoc-acdm,United-States,State-gov,Craft-repair,<=50K,1156023,zoe,webb
3018,Male,49,White,Married-civ-spouse,11th,Cuba,Private,Craft-repair,<=50K,9299910,stephanie,tuckwell
3019,Female,33,White,Divorced,11th,United-States,Private,Exec-managerial,>50K,3431890,mitchell,paterson
3020,Male,62,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,3195277,abbey,stephenson
3021,Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K,8983109,jacob,coppola
3022,Female,43,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,1127897,holly,ang
3023,Female,22,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,3608034,eliza,berry
3024,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,7891103,ruby,white
3025,Female,25,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K,7428687,amy,steinert
3026,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,6851976,nicholas,dixon
3027,Female,31,White,Divorced,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,8948695,joshua,nguyen
3028,Female,53,White,Divorced,11th,United-States,Private,Craft-repair,<=50K,2246928,lachlan,hukowskyj
3029,Male,61,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,1532338,kieren,steers
3030,Male,47,White,Married-civ-spouse,Bachelors,El-Salvador,Private,Other-service,<=50K,9788564,alexandra,green
3031,Female,37,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,6596660,lucy,mccarthy
3032,Male,50,White,Divorced,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K,3855499,jock,sedunary
3033,Male,27,White,Never-married,Some-college,United-States,Private,Sales,<=50K,5023399,riley,moubarak
3034,Female,58,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,3994290,molly,hanna
3035,Male,43,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,7734393,ruby,buccini
3036,Male,39,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,2142730,jasper,dorling
3037,Female,36,White,Never-married,Some-college,United-States,Private,Sales,<=50K,2185877,shandril,tinfina
3038,Male,56,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,8445597,tylah,valesic
3039,Male,26,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K,7185543,warrick,golder
3040,Female,23,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,3671723,alexandra,alderson
3041,Male,47,Black,Never-married,11th,United-States,Private,Transport-moving,<=50K,3838784,alexandra,meixner
3042,Female,68,White,Widowed,12th,United-States,Private,Sales,<=50K,4116074,annabel,malin
3043,Male,47,Black,Never-married,Some-college,United-States,Local-gov,Protective-serv,<=50K,8625522,grace,dolliver
3044,Male,45,White,Married-civ-spouse,Some-college,Guatemala,Federal-gov,Tech-support,>50K,1373412,carlin,zordan
3045,Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,2464697,amber,coleman
3046,Male,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,3055957,michael,friebel
3047,Female,46,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,9031641,ebony,penno
3048,Male,37,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Tech-support,>50K,8585817,cameron,dolejs
3049,Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,9026077,rebekah,whitters
3050,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,5223185,carla,matthews
3051,Female,59,White,Widowed,Masters,United-States,Private,Prof-specialty,<=50K,1709445,nogivenname,finlay
3052,Female,39,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,9407324,danielle,clarke
3053,Female,32,White,Divorced,Some-college,United-States,Private,Farming-fishing,<=50K,9762210,elli,noble
3054,Male,63,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K,7181006,braedon,bindoff
3055,Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,3337218,charlotte,maynard
3056,Female,59,White,Divorced,Bachelors,United-States,Private,Adm-clerical,<=50K,2435246,dylan,lomman
3057,Male,26,White,Never-married,HS-grad,United-States,Private,Tech-support,<=50K,5016929,william,minnican
3058,Female,34,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,8971806,jacob,webb
3059,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,1463700,robert,westhorp
3060,Male,26,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,9314806,alisa,tiller
3061,Female,53,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9988724,lauren,mellick
3062,Female,33,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,9235941,teaha,rawlings
3063,Male,46,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,1630282,ruby,allchin
3064,Female,31,White,Widowed,HS-grad,United-States,Private,Craft-repair,<=50K,2206317,isabella,white
3065,Male,24,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,7811495,genevieve,bristow
3066,Female,57,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,<=50K,6397676,belinda,hilton
3067,Female,40,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,1387033,taliah,bunuggurr
3068,Male,41,Other,Married-civ-spouse,Assoc-voc,Mexico,Self-emp-inc,Sales,<=50K,5264440,alessia,harrington
3069,Male,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,8798582,tanyshah,wiemann
3070,Female,45,Black,Never-married,11th,United-States,Private,Machine-op-inspct,<=50K,8133663,blake,beelitz
3071,Female,27,White,Separated,Assoc-voc,United-States,Private,Adm-clerical,<=50K,5416662,jared,allsopp
3072,Male,36,White,Married-spouse-absent,5th-6th,Mexico,Private,Craft-repair,<=50K,1030908,jack,danby
3073,Male,30,White,Married-civ-spouse,HS-grad,Germany,Private,Craft-repair,<=50K,8478632,kyle,genovese
3074,Female,36,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,5810985,jack,collinson
3075,Male,25,Other,Married-spouse-absent,HS-grad,Mexico,Private,Farming-fishing,<=50K,6740375,cassandra,seymour-griffin
3076,Female,31,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,9832872,chase,gilbertson
3077,Male,49,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,5685638,natalia,langrehr
3078,Male,26,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,7747845,erin,matthews
3079,Male,25,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,5226883,daniel,lowe
3080,Female,29,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K,8160717,neneh,large
3081,Female,24,White,Never-married,Some-college,Dominican-Republic,Private,Adm-clerical,<=50K,1751900,chelsea,miles
3082,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,1159113,zack,spanton
3083,Male,35,White,Never-married,Masters,United-States,Private,Exec-managerial,>50K,6129111,bianca,clarke
3084,Female,57,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K,9229864,sophie,abeywickrama
3085,Female,21,White,Never-married,11th,Mexico,Private,Priv-house-serv,<=50K,7755180,sophie,tertipis
3086,Female,29,Black,Never-married,10th,United-States,Private,Other-service,<=50K,7430736,pearson,goode
3087,Male,36,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,4740975,shantal,negri
3088,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,2073490,caitlin,berry
3089,Male,51,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,9493726,charlotte,coffey
3090,Male,39,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,<=50K,5337955,daniel,crook
3091,Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,1018744,riley,walls
3092,Male,40,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K,2863233,tai,philps
3093,Male,61,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,5546417,isabella,novak
3094,Male,38,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,<=50K,5018010,michael,chigros
3095,Female,21,White,Separated,HS-grad,United-States,Private,Other-service,<=50K,9800269,nicholas,cochrane
3096,Female,40,White,Divorced,HS-grad,United-States,Private,Tech-support,<=50K,8978233,reganne,mayer
