ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
4663,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,lou,rajkovkc,2,gurubun eczlose,forest park,como,2041,nsw,7259320
4664,Male,28,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,alexis,rogers,10,hilton close,strathalbyn,lismore,2607,vic,2012140
4665,Male,25,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,>50K,jaime,dillon,74,throssell street,yarrawonga,green point,6566,vic,6784766
4666,Male,53,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,braiden,fehlandt,237,oxley street,noaddresstwo,winton,3216,sa,3865880
4667,Male,44,White,Never-married,1st-4th,United-States,Private,Other-service,<=50K,kiandrac,larcombe,57,wootton crescent,noaddcresstwo,logangholme,0812,vic,4802871
4668,Female,35,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,ruby,schaffer,8,morant circuit,noaddresstwo,maroubra,3350,vic,7992879
4669,Male,38,White,Divorced,Some-college,Poland,Private,Craft-repair,<=50K,callum,penderast,1958,wolstenholme street,noaddresstwo,darlingurst,4007,sa,7032387
4670,Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,josh,neal,5,noaddressone,lesaileen,lavihgton,4203,vic,1148205
4671,Female,33,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,talan,kerr,16,warrau pyace,noaddresstwo,fernyxgheove,4115,nsw,9087583
4672,Female,24,White,Married-civ-spouse,Some-college,United-States,State-gov,Adm-clerical,<=50K,belinda,bruce,150,dumas street,woodport retrmnt vlge,toorak,2722,qld,3696719
4673,Female,65,Black,Widowed,HS-grad,United-States,Local-gov,Other-service,<=50K,alisa,nosurname,259,chandler street,hedley cottage,banyo,6230,nsw,1135782
4674,Male,29,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,<=50K,matthew,miiles,11,white crsecent,scotdale,lognholme,2040,tas,7354386
4675,Male,39,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K,ran,prettejohn,24,eugenia street,frome,naryari,2460,qle,5691361
4676,Male,46,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,>50K,annabella,rusk,2,kambalda crescent,the corporate centre,hallam,4221,nsw,9561755
4677,Male,37,White,Married-civ-spouse,7th-8th,United-States,Private,Farming-fishing,<=50K,jamckson,mccarty,4,levi place,noaddresstwo,hunters hill,2456,qltd,7113516
4678,Male,47,White,Married-civ-spouse,Masters,United-States,State-gov,Exec-managerial,>50K,mackonldy,hanlon,5,rees olace,noaddresstwo,narooma,2904,vic,1128047
4679,Male,62,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K,ruby,repetti,11,marsden street,noaddresstwo,laverton,3550,qld,3707382
4680,Male,54,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,hugj,noble,12,glasgow yereet,noaddresstwo,yandea,3901,nstv,7024721
4681,Male,90,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Other-service,<=50K,flynn,simmonds,2475,sugarloaf circuit,eurow view,woy woy,3730,nsw,1873333
4682,Male,33,White,Married-spouse-absent,Assoc-acdm,United-States,Private,Craft-repair,<=50K,lachlan,harris,12,bagshaw place,colmlee,mallacoota,4215,vic,3545072
4683,Male,57,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,harrison,mangini,1499,marchant circuit,openshaw,pingelly,2729,nostate,5168270
4684,Male,25,White,Never-married,Assoc-acdm,United-States,Private,Craft-repair,<=50K,nogivenname,mcinnes,26,totterdell street,noaddresstwo,bayswater,3171,qld,8416316
4685,Male,44,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,>50K,brianna,barry,6,russell street,unt 5 parklands,maroubra,4220,nsw,9195085
4686,Male,52,White,Married-spouse-absent,Bachelors,United-States,Private,Other-service,<=50K,callum,williams,16,condamine street,glenvilla,bungalow,3787,sa,9660995
4687,Male,21,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,nogivenname,smith,7,captain cook crescent,sandarrah,mascot,2141,wa,4154345
4688,Male,31,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,alexandra,ogden,85,fiaschi street,noaddresstwo,seven hills,2117,nsw,3111708
4689,Male,39,White,Married-civ-spouse,Masters,Poland,Private,Transport-moving,<=50K,elisha,porter,2,la perouse street,noaddresstwo,mccrae,3046,nsw,3704508
4690,Female,59,White,Widowed,HS-grad,United-States,Federal-gov,Machine-op-inspct,<=50K,casey,yala,15,ivo whitton circuit,pilgrims rest,ulverstone,5109,nsw,2215821
4691,Male,29,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K,bradley,roberts,31,moogerah street,hostel 2,southport,2206,nsw,1910532
4692,Male,49,Black,Never-married,7th-8th,United-States,Private,Prof-specialty,<=50K,michael,rogrs,29,walker crescetn,noaddresstwo,pearce,2840,ld,4889375
4693,Male,34,White,Married-civ-spouse,9th,United-States,Private,Craft-repair,<=50K,riley,morgjn,36,tanjyljloop,noaddresstwo,gaston,2000,nsw,5236060
4694,Male,22,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,imofgen,greewnood-lehmann,76,antill street,noaddresstwo,duncraisg,2304,nsw,2980142
4695,Male,32,Other,Married-civ-spouse,Bachelors,Puerto-Rico,Private,Sales,<=50K,jordna,nosurname,10,fred lane cerscent,golden shores,jimbour,4216,vi,4840617
4696,Female,39,Black,Divorced,HS-grad,United-States,State-gov,Other-service,<=50K,victoria,mcdonald,17,pennefather street,turrawon,girrawheen,3188,nsw,7469492
4697,Male,46,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,tarnee,hawsn,24,brebner czstreet,noaddresstwo,peakhurst,5245,ql,3493579
4698,Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,jackwon,ayit,61,florence taylor street,noaddresstwo,orangen,2404,qld,9460493
4699,Male,34,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,brody,harti,6,alinga street,noaddresstwo,mawson,4350,nsw,8303676
4700,Female,28,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,<=50K,chloe,watrs,0,macalistrpcrescent,noaddresstwo,rockhampton,4816,qld,4778191
4701,Female,18,White,Never-married,12th,United-States,Private,Sales,<=50K,hannah,hunter,70,ballarat street,adeline rtrmnt vlg,seaford,4271,qld,3494957
4702,Male,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,william,richardson,11,hargrave street,wyoming,dubbo,6102,nsw,5935405
4703,Female,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,ajc,fowels,15,yanda street,vinllage harbison,woolooware,3074,qld,2368425
4704,Female,55,Amer-Indian-Eskimo,Widowed,Assoc-voc,United-States,State-gov,Exec-managerial,<=50K,nogivenname,donwes,0,manningystreet,noaddresstwo,lemon tree sassage,2317,tad,9102770
4705,Female,22,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,leon,tramaglino,0,pridhamxtreet,highfields medical centre,emusqlains,2084,nostate,9799121
4706,Male,60,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Exec-managerial,<=50K,aloysius,wilson,130,troughton street,noaddresstwo,murwillumbah,4740,qld,6537536
4707,Male,40,White,Divorced,10th,United-States,Private,Craft-repair,<=50K,taylah,donohoo,24,ellenborough street,the mount,battery hill,4075,vic,7789827
4708,Female,47,White,Married-civ-spouse,Some-college,United-States,State-gov,Adm-clerical,<=50K,toby,kannegiesser,7,gilbert street,noaddresstwo,lenah valley,7010,nsw,8018238
4709,Female,23,White,Never-married,Bachelors,Canada,Private,Exec-managerial,<=50K,jake,driver,43,tyson street,noaddresstwo,spencer park,0nan,qld,2850649
4710,Female,57,White,Widowed,HS-grad,United-States,Local-gov,Transport-moving,<=50K,jacob,turner,24,mirrool street,le cottage loaf,cranbourne,3250,qld,6023739
4711,Male,52,White,Married-civ-spouse,11th,United-States,Private,Other-service,<=50K,dalew,bowdlen,15,warregofcircuti,noaddresstwo,leicharot,4143,wa,3013917
4712,Male,42,White,Widowed,7th-8th,United-States,Private,Craft-repair,<=50K,talia,dunn,3,marlock street,noaddresstwo,warners bay,2750,vic,9977303
4713,Male,25,White,Never-married,Assoc-acdm,United-States,Private,Handlers-cleaners,<=50K,nogivenname,ficsher,83,jandamark stret,noaddrsestwo,uralla,4566,wa,7956622
4714,Female,49,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Adm-clerical,>50K,matthew,spangler,55,lumholtz place,strathpine garden,melba,4122,nsw,3659406
4715,Male,41,White,Never-married,Some-college,United-States,Federal-gov,Protective-serv,<=50K,istabella,pyulypenko,34,biddelcombe street,brooms head carava,noarlunga downs,4805,vic,2857367
4716,Male,40,Black,Married-civ-spouse,Assoc-voc,United-States,State-gov,Other-service,<=50K,harrief,alaln,34,hawkerj gsreet,noaddresstwo,stratwhblane,2630,wa,9335618
4717,Male,38,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,paige,cunnnigham,0,nemarang crescent,noaddersstwo,pascoe avle,6020,nsw,2997107
4718,Male,58,White,Never-married,HS-grad,Canada,Private,Transport-moving,<=50K,aissa,rowel,39,spensleilace,noaddresswo,bentleigh east,3214,sa,2655113
4719,Female,26,Black,Never-married,Bachelors,United-States,Private,Other-service,<=50K,luxy,shearer,17,noaddressone,hazelwood garden,bonxi,5110,nsw,1889054
4720,Female,57,White,Divorced,10th,Germany,Private,Adm-clerical,<=50K,wil,sjcullin,33,noaddressoine,folxey,torquay,2768,qld,5327987
4721,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,joel,phan,21,mundang crescent,noaddresstwo,parkes,2099,qld,8354004
4722,Female,42,White,Separated,HS-grad,United-States,Private,Sales,<=50K,alison,hannan,2,murranji street,noaddresstwo,warragul,2500,vic,8367537
4723,Male,28,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,jema,low,12,chapman street,nodadresstwo,bentleigh,2834,ic,8848379
4724,Male,39,White,Married-civ-spouse,9th,United-States,Self-emp-not-inc,Craft-repair,<=50K,lauren,coombes,7,aqua caravan park,noaddresstwo,benqljla,3574,qld,2460175
4725,Male,28,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,jesse,clothier,44,marr street,heazlewood,sunbury,6100,act,1781336
4726,Male,42,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K,baxter,scarman,3,fuhrman street,noaddresstwo,yanac,5021,nostate,6393475
4727,Female,51,White,Divorced,Some-college,United-States,Self-emp-not-inc,Sales,<=50K,noah,amato,49,gidja place,noaddresstwo,carnegie,5320,qld,5067225
4728,Female,27,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,jasmine,nosurname,17,blumenthal place,dockside town square,you,5042,nsw,8556829
4729,Female,41,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,konstantinos,humogreys,218,noaddressone,wattlevale,marfate,0226,qld,2836738
4730,Male,28,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K,oakleigh,mauviel,10,hicks street,noaddresstwo,cowes,3175,vic,4395283
4731,Female,54,White,Divorced,Some-college,United-States,Self-emp-not-inc,Farming-fishing,>50K,keira,reid,4,groote place,noaddresstwo,glenelg north,2444,wa,4183050
4732,Female,49,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,jake,seddno,89,noaddcressone,noaddressto,kingswood,4670,vic,1737490
4733,Male,47,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,trevor,kpvanahh,3,gilbert treet,noaddresstwo,hillbank,3043,viv,2416758
4734,Male,27,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,kyah,isjobefg,46,redcliffestreet,noaddrestwo,syden,4867,nostate,6959950
4735,Female,42,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K,brendan,harder,4,wallace place,st john's campus,theodore,3842,nostate,3446007
4736,Female,32,Black,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,jasine,bruy,37,gooreen street,jamberoo,tallebudgea,3087,vic,8260834
4737,Male,32,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K,ryah,tyalor,5,noaddressone,noaddresstwo,forresrfield,2827,qo,2283833
4738,Male,27,White,Never-married,Masters,United-States,Private,Sales,<=50K,sophie,kanarridis,2,aamgula avenue,noaddresstwo,castle hill,3184,wa,7833397
4739,Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,melanie,rowell,9,warrego oircuit,noaddresstwo,guildfoud,5270,nsw,5218182
4740,Male,22,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K,damien,prkder,2,ock,grigg place,murray bridge,2452,wa,9744530
4741,Male,41,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K,holly,thach,35,bayley street,noaddresstwo,castle hill,4014,qld,6304628
4742,Male,49,White,Married-civ-spouse,Some-college,United-States,Local-gov,Handlers-cleaners,>50K,timothy,parge,5,arthu ryvircle,noaddresstwo,ayf,2190,nsw,4319909
4743,Male,58,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K,alaiyah,newton,158,galleghanlcircuit,dancord,ulladula,2314,sa,5111148
4744,Male,41,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,>50K,pateick,smith,11,hsepherdson place,noadrdesstwo,kalkie,3114,nss,7394463
4745,Male,26,White,Married-civ-spouse,9th,United-States,Private,Craft-repair,<=50K,tegan,steffens,9,noaddressone,noaddresstwo,morphett vale,2250,wa,3148227
4746,Male,21,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,nicholas,gilmore,20,tate street,noaddresstwo,clontarf,4006,nsw,3121577
4747,Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,u,hanlan,18,street collingd,noaddresstwo,heathmont,6155,clf,2886268
4748,Male,23,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,blake,houfv,6,mctaggarthfrescent,noaddresstwo,shepparton,3221,vic,1674760
4749,Male,42,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,>50K,jock,wait,5,outtrim avenue,flt 5,maslin beach,6150,nostate,4869713
4750,Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,samuewl,kekp,99,sentry crescent,noaddresstwo,carrff,2768,sa,6426352
4751,Female,67,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,hannah,whittington,12,david street,holmeleigh,portarlington,3340,qld,6554779
4752,Female,41,Black,Divorced,HS-grad,United-States,Local-gov,Transport-moving,<=50K,kaitlin,anning,113,lambell close,kyomie park,glenroy,4124,tas,4476804
4753,Female,49,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K,tesl,mcgxean,56,tauchertpstreet,noaddresstwo,mernda,4277,act,9176384
4754,Male,18,White,Never-married,11th,United-States,Private,Craft-repair,<=50K,jaiden,smith,3,si dbarnes crescent,tooar,hellyerc,3088,qld,5385124
4755,Male,25,White,Married-civ-spouse,5th-6th,United-States,Private,Handlers-cleaners,<=50K,mia,zellef,5,howson place,noaddresstwo,berowra heights,2831,vic,2937449
4756,Male,43,White,Divorced,Prof-school,United-States,State-gov,Prof-specialty,<=50K,aloysius,atkinson,0,mirnin gcrescent,point vernon holidaypark,kangaroo flat,5037,ql,4000049
4757,Female,38,White,Married-civ-spouse,Doctorate,United-States,Private,Exec-managerial,>50K,grsce,nasir,0,chandler street,lindmara,lockyer,3150,qld,2021529
4758,Male,65,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K,nichofs,gilkore,29,tate street,noaddresstwo,clontarf,4502,nsw,3121577
4759,Female,66,White,Widowed,Assoc-voc,United-States,Private,Prof-specialty,<=50K,an,poolwu,5,oxley syreet,cacia downs,noull,2023,nsw,2660096
4760,Male,33,Black,Never-married,11th,United-States,Private,Transport-moving,<=50K,hannah,cruickhzwnhank,43,noqaddressone,lwoer street,benala,4204,qld,4708173
4761,Female,51,Black,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,danu,gosper,51,nottibg court,noaddresstwo,lane tove,4680,vic,3256398
4762,Male,27,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,<=50K,ruby,robey,50,hurtle avenue,aichookoora,carina heights,2747,tas,6858106
4763,Female,17,White,Never-married,12th,United-States,Private,Other-service,<=50K,brianna,welsby,1,pails place,lantana lane farm,bossley park,4178,vic,4181743
4764,Male,32,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,peta,creely,29,kaberry place,noaddresstwo,sans souci,6713,nsw,4675502
4765,Male,38,White,Married-civ-spouse,HS-grad,Cuba,Private,Machine-op-inspct,>50K,suophie,morris,106,molonglo mall,noaddresstwo,bunodora,4217,nw,4827733
4766,Female,43,White,Divorced,Some-college,United-States,Local-gov,Adm-clerical,<=50K,hayley,szabados,7,armstrong crescent,noaddresstwo,berowra waters,3953,vic,7388968
4767,Male,40,Asian-Pac-Islander,Married-civ-spouse,Doctorate,Taiwan,State-gov,Prof-specialty,>50K,georgina,jackson,37,hodgson crescent,edenvale,monto,2095,nsw,8404078
4768,Male,63,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,talia,blacett,158,hicks srteet,horse gap,naracoorte,0nan,vic,5550732
4769,Female,42,White,Divorced,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,jake,hooper,25,warren place,old womans creek,tenterfield,6210,tas,3341558
4770,Male,43,White,Never-married,Bachelors,United-States,Federal-gov,Exec-managerial,>50K,konstantinos,nosurname,1,wheatleya street,noaddresstwo,o'connor,2350,nostate,4331507
4771,Male,41,White,Married-civ-spouse,Prof-school,United-States,Local-gov,Prof-specialty,>50K,caitlyn,marinucci,9,badimara street,pine cottage,belmore,3764,vic,6747636
4772,Male,17,White,Never-married,10th,United-States,Private,Prof-specialty,<=50K,christopher,sahrman,13,farre place,noaddresstwo,concongella,2480,sa,4930544
4773,Male,30,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,nessi,haddtw,28,ovens street,calvary campus,cremomrne,2535,nsr,5210081
4774,Male,30,White,Never-married,Bachelors,Iran,Private,Prof-specialty,<=50K,jarvis,beck,0,larkin close,brindabella,scarborough,4221,qld,8670288
4775,Male,22,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,thomas,gacki,137,nuyts aqreet,minbalup,box hill south,3003,vic,9851715
4776,Female,28,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,james,wood,3,namoi place,noaddresstwo,donnybrook,3500,vic,5176074
4777,Female,24,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,oliver,heffernan,637,richardson circuit,noaddresstwo,marsden,4017,vic,2363904
4778,Male,47,White,Married-civ-spouse,10th,United-States,Private,Machine-op-inspct,>50K,shaynb,lehmann,35,currong street,noaddresstwo,springfeld,6168,sa,7867324
4779,Male,34,White,Never-married,Assoc-voc,United-States,Self-emp-not-inc,Farming-fishing,<=50K,mikhayla,hutchisodn,27,lburrinjuck crescent,noaddresstwo,wonthaggi,6056,ld,8203180
4780,Female,26,White,Never-married,Some-college,United-States,Private,Sales,<=50K,alannah,barry,326,launceston street,noaddresstwo,frankston north,5020,qld,3570484
4781,Male,25,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,<=50K,csasandra,clancy,25,de burugh street,rsde 261,arrawarra,2428,nosttae,3769495
4782,Male,28,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,tuscany,atkims,62,noaddressone,arbour cottage,kilbrj,4868,qid,6249913
4783,Female,36,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,jasper,hasler,41,port arthur street,noaddresstwo,engadine,3925,qld,3903016
4784,Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,catherine,simirenko,28,kater place,noaddresstwo,allambie,6018,vic,7842491
4785,Female,51,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Taiwan,Self-emp-inc,Exec-managerial,<=50K,thomas,brown,12,twelve trees crescent,noaddresstwo,wallangarra,4077,wa,5535631
4786,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,jacob,cameron,41,tytherleigh street,noaddresstwo,narre warren,2265,nostate,6099918
4787,Male,18,White,Never-married,12th,United-States,Private,Adm-clerical,<=50K,madison,nosurname,8,vagabond crescent,noaddresstwo,maroochydore,3250,nsw,3302123
4788,Male,54,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Prof-specialty,>50K,jambs,costwllo,0,dugagn street,noaddresstwo,lakecowod,2258,jqgd,8726530
4789,Female,61,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,shandril,suhr,12,vanszetti crescent,noaddresswo,minchinbury,2144,sa,8058677
4790,Male,51,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,finlay,steele,10,john young crescent,noaddresstwo,lake cathie,3021,sa,4971750
4791,Male,43,White,Married-civ-spouse,7th-8th,United-States,Private,Machine-op-inspct,<=50K,connkor,millerx,23,charlton rescent,pioneer lodge,chirnside park,2259,nsw,3306647
4792,Male,51,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,natalia,vieif a,366,amaroostreet,noaddresstwo,hawtcprn,2707,nsw,1472819
4793,Female,50,Black,Married-civ-spouse,HS-grad,United-States,Local-gov,Exec-managerial,>50K,laura,ojnes,26,gudara street,noaddresstwo,gyiru,2145,nsw,5987068
4794,Male,24,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K,nouj,parr,0,alabaster street,noaddresstwo,lindfield,1352,vic,7698880
4795,Male,20,White,Married-civ-spouse,Some-college,United-States,State-gov,Other-service,<=50K,shane,woodrup,26,tepper circuit,noaddresstwo,nunawading,2037,nsw,3720116
4796,Male,52,White,Divorced,Bachelors,United-States,Private,Exec-managerial,>50K,alanabh,harvex,81,noaddressone,rabbit proof,nosuburb,4151,vic,9079000
4797,Male,57,White,Divorced,7th-8th,United-States,Local-gov,Other-service,<=50K,emiily,morfokn,90,bernacdhxitreet,noaddresstwo,invergomrdon,4220,nsw,4751332
4798,Male,49,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,<=50K,steh,guwst,4,agonis c lose,novaddresstwo,williamystown,2162,vi,7153903
4799,Female,22,White,Never-married,11th,United-States,Private,Sales,<=50K,mi,quattrocchi,16,coranderrk street,kalgoorlie vlge caravn park,clayton,6021,qld,4516222
4800,Male,38,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K,madeleine,whitbread,21,blackman crescent,noaddresstwo,keilor,4422,vic,6233666
4801,Female,21,White,Never-married,Some-college,United-States,Private,Sales,<=50K,thojsa,levwktt,82,candlebark close,noaddresstwo,maddigfon,2066,vic,5479447
4802,Male,39,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Protective-serv,>50K,adnrew,storh,52,wheelwrigjt crescent,rpn 53,malvernu,3862,qld,3241579
4803,Female,52,White,Never-married,Some-college,United-States,Self-emp-not-inc,Prof-specialty,<=50K,charlige,lydon,1,mckid court,noaddresstwo,torens,6262,lqd,5115235
4804,Female,25,White,Never-married,Assoc-acdm,United-States,Private,Tech-support,<=50K,makayla,roberts,1,walker crescent,noaddresstwo,greenvale,6430,nsw,3485452
4805,Female,50,White,Married-spouse-absent,Some-college,Cuba,Private,Other-service,<=50K,raquel,newton,56,tank street,noaddresstwo,capalaba,4565,nsw,3273920
4806,Male,35,White,Married-civ-spouse,Some-college,United-States,State-gov,Exec-managerial,<=50K,cakdv,white,51,ragless fifcuit,noaddresstwo,ettalongbeach,3064,nsw,5327452
4807,Female,50,White,Separated,Assoc-voc,United-States,Private,Prof-specialty,<=50K,talaih,helay,100,birchal street,rmbh 786,rockhampton,2800,nostate,5036449
4808,Male,58,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,nogivenname,dwq,17,bridge street,noaddresstwo,howrach,3042,nsw,4959591
4809,Male,48,White,Divorced,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K,taln,kerzpe,16,warrai place,dragon risinjg,fernuygfove,4115,nostate,9087583
4810,Female,30,White,Divorced,Some-college,Canada,Private,Adm-clerical,<=50K,bryce,edwards,35,dyson street,noaddresstwo,wagga wagga,2577,qld,7690662
4811,Male,18,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,roisin,goode,74,darcy place,clairehill,cronulla,5010,sa,8661417
4812,Male,29,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,jarvis,beck,0,larkin rxose,noaddresstwo,scarbroough,4215,ql,8670288
4813,Male,52,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K,briony,tan,34,penningtpn ccrescent,noaddresstwo,karana downs,1664,qld,9044079
4814,Male,63,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,thomas,gauci,173,nuyts street,noaddresstwo,box hil south,3003,vix,9851815
4815,Female,36,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K,isabella,d'addino,6,bertel crescent,noaddresstwo,tarragindi,2478,nsw,4331339
4816,Female,24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,deaik,quixley,127,augustus close,noaddresstwo,newc sstle,6570,nostate,7633941
4817,Male,30,Black,Never-married,Assoc-acdm,United-States,Local-gov,Protective-serv,<=50K,cameron,nosurname,34,mclarty court,noaddresstwo,yarraville,6210,nostate,5604103
4818,Male,23,Other,Married-civ-spouse,HS-grad,Mexico,Private,Machine-op-inspct,<=50K,braddgy,bazih,0,street unstan,noaddresstwo,doreen,3766,qod,9023115
4819,Female,21,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K,amelia,tonge,177,boothby place,noaddresstwo,parmelia,2154,nsw,5873950
4820,Male,28,White,Never-married,Some-college,Mexico,Private,Craft-repair,<=50K,nogivenname,mackinnon,75,namoi place,noaddresstwo,dee why,2216,vic,3181587
4821,Male,20,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,cassandra,clancy,25,de burgh street,rsde 261,arraawrra,4228,qdo,6548457
4822,Male,18,White,Never-married,11th,Scotland,Private,Other-service,<=50K,jaek,foster,34,close hclifax,noaddresstwo,kirrwe,2229,sl,3765844
4823,Female,21,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,rebecca,tyne,3,woralulvstreet,anzac building,brightn east,2518,qld,5235006
4824,Male,27,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,william,deane,51,copland drive,noaddresstwo,tamworth,2117,vic,8945224
4825,Female,42,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K,lina,maisis,23,lenehan streebt,noaddresstwo,richmqond,3162,wp,4776108
4826,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,joshua,mckessor,8,noaddressone,noaddresstwo,narre wrren,3041,aac,9674139
4827,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,louis,nosurname,115,kumm place,noaddresstwo,erowal bay,4051,nostate,4601175
4828,Female,27,White,Never-married,Bachelors,United-States,Federal-gov,Adm-clerical,<=50K,bethany,nosurname,30,bursariarytreet,noaddresstwo,dernacncourt,2658,fic,9026761
